Date,Social Dominance (ETH),Positive sentiment (Total) (ETH),Negative sentiment (Total) (ETH),Weighted sentiment (Total) (ETH),Development Activity (ETH),MVRV Ratio (1d) (ETH),NVT Ratio (with Transaction Volume) (ETH),Active Addresses 24h (ETH),Supply on Exchanges (ETH),Whale Transaction Count (>100k USD) (ETH),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Transaction Volume (ETH),Network Growth (ETH)
2020-04-20T00:00:00.000Z,9.753568559599,3128.740879058838,1733.503377795219,,1522,0.024529606767,45.330385162684,311691,22435915.003573444,3925,24.924651843651,17743662.048552588,570792
2020-04-21T00:00:00.000Z,7.935253044402,3128.740879058838,1733.503377795219,,1522,0.024529606767,45.330385162684,311691,22435915.003573444,3925,24.924651843651,17743662.048552588,570792
2020-04-22T00:00:00.000Z,8.463074064102,3128.740879058838,1733.503377795219,,1522,0.024529606767,45.330385162684,311691,22435915.003573444,3925,24.924651843651,17743662.048552588,570792
2020-04-23T00:00:00.000Z,9.323125735177,3400.468622565269,1770.818902611732,0,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-24T00:00:00.000Z,8.039896175802,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-25T00:00:00.000Z,11.504961798044,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-26T00:00:00.000Z,9.107582310346,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-27T00:00:00.000Z,8.62432826922,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-28T00:00:00.000Z,8.116144182268,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-29T00:00:00.000Z,9.268890002931,3400.468622565269,1770.818902611732,,1697,0.029925067218000034,48.361287205306,360495,22578903.70367824,4306,25.379035981051,17861080.15118262,685894
2020-04-30T00:00:00.000Z,8.036960945134,3035.943196177483,1552.248570621014,0,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-01T00:00:00.000Z,6.449626192219,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-02T00:00:00.000Z,5.638079837637,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-03T00:00:00.000Z,6.603596579276,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-04T00:00:00.000Z,9.451010708804,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-05T00:00:00.000Z,6.774758175548,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-06T00:00:00.000Z,7.529652290998,3035.943196177483,1552.248570621014,,1432,-0.022829524212999996,55.026293251373,334622,22525731.920230243,4525,24.28644865724,15642844.18872409,605054
2020-05-07T00:00:00.000Z,8.015503871086,2866.423261284828,1887.545939326286,0,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-08T00:00:00.000Z,7.25863079346,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-09T00:00:00.000Z,7.219389716705,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-10T00:00:00.000Z,6.69000305317,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-11T00:00:00.000Z,5.07766757071,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-12T00:00:00.000Z,6.088694615863,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-13T00:00:00.000Z,7.320135220972,2866.423261284828,1887.545939326286,,2019,0.025172576709000083,38.81552771407,315781,22898664.758356042,5613,25.551769244285,21215268.784959354,669915
2020-05-14T00:00:00.000Z,8.40599323868,2927.557319521904,1795.677400827408,0,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
2020-05-15T00:00:00.000Z,9.407521661547,2927.557319521904,1795.677400827408,,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
2020-05-16T00:00:00.000Z,7.28740922678,2927.557319521904,1795.677400827408,,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
2020-05-17T00:00:00.000Z,7.418082777037,2927.557319521904,1795.677400827408,,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
2020-05-18T00:00:00.000Z,9.22063922847,2927.557319521904,1795.677400827408,,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
2020-05-19T00:00:00.000Z,6.564174327109,2927.557319521904,1795.677400827408,,2120,-0.006738270077999986,54.192354275137,338596,22943003.467375536,4086,30.764636253547,14918440.908171097,631942
