coin,run,model,RMSE,MAE,MAPE,R2,epochs,final_lr
SOL,3,GRU-Full,8.03634404018027,6.322502312038256,4.55903573391117,0.9683557823508537,45,6.25000029685907e-05
SOL,4,LSTM-Price,8.002199933829584,5.570697119339653,3.9747427809480667,0.9686241054187946,130,4.882812731921149e-07
SOL,4,LSTM-Sentiment,7.954835026569794,5.899185860675314,4.196564352089984,0.9689944331283205,91,1.5625000742147677e-05
SOL,4,LSTM-OnChain,8.332788846199042,5.903799995754076,4.246632911921686,0.9659781382850422,70,3.125000148429535e-05
SOL,4,LSTM-Full,8.156015651896535,5.921276878688647,4.119960010526675,0.9674063181295476,81,3.125000148429535e-05
SOL,4,GRU-Price,6.913824312947195,4.971683387756348,3.562889331252417,0.976578538033521,150,1.0000000116860974e-07
SOL,4,GRU-Sentiment,7.082924463594887,5.2673939796116045,3.7490198762135365,0.9754188304866295,98,3.906250185536919e-06
SOL,4,GRU-OnChain,7.115552932928107,5.322570877075195,3.992198173234102,0.9751918357452806,78,7.812500371073838e-06
SOL,4,GRU-Full,7.568142181995771,5.828328854104747,4.173115653551989,0.9719355919503184,74,1.5625000742147677e-05
SOL,5,LSTM-Price,7.635665089051611,5.433347355386485,3.8939800633713135,0.9714325770979036,138,9.765625463842298e-07
SOL,5,LSTM-Sentiment,7.731399173921978,5.663397870271103,4.002878233681472,0.9707117438352236,115,1.9531250927684596e-06
SOL,5,LSTM-OnChain,7.865450780202176,5.824032158229663,4.268029165968317,0.9696873045188058,113,3.906250185536919e-06
SOL,5,LSTM-Full,8.82498885621124,6.356444070235543,4.4674204953117576,0.9618402384253819,78,1.5625000742147677e-05
SOL,5,GRU-Price,6.805429108753292,4.87620380235755,3.501646801460424,0.9773071861850594,142,1.0000000116860974e-07
SOL,5,GRU-Sentiment,7.107627608336357,5.331464148811673,3.8415067822162023,0.9752470677875837,85,3.906250185536919e-06
SOL,5,GRU-OnChain,7.313775395154217,5.216102339703104,3.751400598872036,0.9737903899554358,87,3.906250185536919e-06
SOL,5,GRU-Full,7.4368497227018056,5.347339945254119,3.748960204693439,0.9729008709769458,74,7.812500371073838e-06
