Date,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total),Social Dominance,Active Addresses 24h,MVRV Ratio (1d),NVT Ratio (with Transaction Volume),Supply on Exchanges,Whale Transaction Count (>100k USD),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Development Activity,Transaction Volume,Network Growth
2021-06-14T00:00:00.000Z,3172.67357468605,1660.63993793726,0,30.095744909048,951334,-0.021109649167999955,47.131939227961,3065593.2089697863,90480,52.504449648365,663,3067775.9653365314,2798003
2021-06-15T00:00:00.000Z,3072.452008783817,1345.90539264679,0,25.323877505423,951334,-0.021109649167999955,47.131939227961,3065593.2089697863,90480,52.504449648365,663,3067775.9653365314,2798003
2021-06-16T00:00:00.000Z,2714.127808094025,1315.975532770157,0,25.997994771372,951334,-0.021109649167999955,47.131939227961,3065593.2089697863,90480,52.504449648365,663,3067775.9653365314,2798003
2021-06-17T00:00:00.000Z,2813.678888976574,1266.966355919838,0,21.110962474633,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-18T00:00:00.000Z,2242.744148850441,1380.829537808895,0,23.62719371967,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-19T00:00:00.000Z,2207.655008375645,1186.652963638306,0,24.334235643606,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-20T00:00:00.000Z,2644.017678141594,1531.253783583641,0,26.554471387233,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-21T00:00:00.000Z,3266.957339406013,2696.489783763885,0,28.747825185086,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-22T00:00:00.000Z,3082.960958361626,2829.000765383244,0,28.006028204716,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
2021-06-23T00:00:00.000Z,2754.048998355865,1516.654069662094,0,27.360466268333,853827,-0.000396470682999972,39.088574860136,3040534.0670787334,91217,51.615581957052,662,3711685.738694123,2418633
